,Pitcher,PitcherThrows,Pitch,Pitches,RelSpeed,InducedVertBreak,HorzBreak,SpinRate,Extension,ArmAngle,Stuff+
0,"Richards, Xavier",Right,Fastball,322.0,92.33102602484473,15.30517906832298,13.756511211180124,2112.010413021739,5.2293077329192545,24.44966151755191,92.0
0,"Richards, Xavier",Right,Sinker,16.0,92.56305937500001,14.5403125,15.949354375,2149.733634,5.238359375,32.76108205635387,97.0
0,"Mullan, Ryan",Right,Fastball,135.0,89.4026185925926,19.711600740740742,10.08487948148148,2359.686666422222,5.154076740740741,11.471400220989917,88.0
0,"Hughes, Jacob",Right,Fastball,111.0,89.42064936936936,21.687832972972977,10.204712522522522,2228.0928568198196,5.961883513513515,38.98426155974901,112.0
0,"Chimenti, Cole",Right,Fastball,106.0,87.63883801886792,7.049954716981132,20.338461509433962,2322.669362481132,5.1205270754716965,45.344899308488564,115.0
0,"Chimenti, Cole",Right,Sinker,17.0,88.13394823529411,4.786828823529412,19.825895294117647,2328.525505117647,5.294267647058824,47.411639379622414,74.0
0,"Copeland, Caden",Left,Fastball,66.0,89.5197968181818,10.154556666666666,-14.641742727272726,2176.762254757575,6.125755606060606,49.0403572456659,104.0
0,"Storey, Jake",Right,Fastball,222.0,88.34961945945946,14.748159459459458,1.265008153153153,2360.5746326306307,6.372771261261262,31.9860167344129,107.0
0,"Landen, Trevor",Right,Fastball,104.0,87.83730288461538,19.36291105769231,11.663294423076925,2092.353760548077,4.798465192307693,46.815096373253446,98.0
0,"Harland, Ryan",Left,Fastball,37.0,86.17553027027026,16.957976486486483,-11.595314054054054,2032.8703589459458,5.460589729729728,34.48117076249771,105.0
0,"Hose, Zach",Right,Fastball,60.0,89.65355033333334,12.719105500000001,11.559305499999999,2326.9887989666663,5.405820500000001,68.36523216296925,106.0
0,"Hooks, Blake",Right,Fastball,143.0,91.67465370629371,4.86799055944056,17.84456405594406,2024.577279062937,5.663,83.28437317529547,98.0
0,"Hooks, Blake",Right,Sinker,68.0,92.33610411764707,5.57490588235294,17.09829176470588,2020.44718975,5.853776911764705,82.48524910799702,102.0
0,"Behrends, Jeffrey",Left,Fastball,23.0,80.39285739130435,1.759625652173913,-19.40185,1875.1704472608699,5.333596956521739,100.68799541094377,89.0
0,"Behrends, Jeffrey",Left,Sinker,16.0,80.87684250000001,-0.42331375,-17.799675,1919.450731,4.69065625,98.09945850657155,138.0
0,"Havern, Jacob",Right,Fastball,44.0,92.85071999999998,7.37376318181818,12.938542727272727,1900.4057747272725,5.873883863636364,60.237714503584016,104.0
0,"Havern, Jacob",Right,Sinker,26.0,92.11427923076923,4.987907307692307,12.624458076923078,1975.278489576923,5.928318076923077,58.1933939413029,106.0
0,"Crabb, Isaac",Right,Fastball,40.0,92.0372395,16.015513499999997,11.790212,2043.7500144,5.9559195,47.13893329234448,98.0
0,"Clark, Cooper",Right,Fastball,40.0,90.540741,10.917607,22.15355175,2362.90742065,5.74843975,64.3000168538807,110.0
0,"Clark, Cooper",Right,Sinker,404.0,90.39233002475247,10.286106386138615,22.621664480198017,2331.791305361386,5.328276188118812,70.89574719516823,97.0
0,"Gutierrez, Mike",Left,Fastball,435.0,86.65070726436782,19.770498390804594,-14.188723287356323,2312.352473016092,5.905498873563219,38.3016450219882,98.0
0,"Moring, Reed",Right,Fastball,174.0,92.69367695402299,19.988492586206895,9.139770344827587,2303.202325649425,5.848235,15.062578010827853,91.0
0,"Roberts, Jackson",Right,Fastball,411.0,89.45076068126521,21.053472287104622,12.544678832116789,2319.4559059683697,5.651706763990268,30.305303564937695,62.0
0,"Huddlestun, Brady",Right,Fastball,38.0,89.32833657894737,17.677746842105268,13.123573684210529,2383.793479131579,6.7451318421052635,53.56904039995313,98.0
0,"Carmack, Ryan",Right,Fastball,43.0,88.62153488372093,18.70656651162791,10.029926046511628,2503.4196044186046,6.033141627906977,47.43881969448967,93.0
0,"Reed, Kevin",Left,Fastball,342.0,86.21408157894737,20.08511248538012,-12.923883099415203,2127.427444932749,5.199856959064327,28.364839834293956,96.0
0,"Isaacs, Caleb",Left,Fastball,43.0,89.45386511627908,13.65242,-12.371978604651163,2095.6006423720933,6.054216976744185,23.007126019713677,97.0
0,"Hansmann, Max",Right,Fastball,162.0,91.16336512345678,16.816971111111112,9.774328950617283,2351.85731062963,6.254561111111111,56.49507150766658,102.0
0,"Ure, Jared",Right,Fastball,22.0,88.73399772727272,12.158736363636363,12.017871818181819,1800.7914757272729,5.627347272727272,66.26349398413707,95.0
0,"Harris, Shane",Right,Fastball,209.0,89.27828631578947,16.267185598086122,8.245007511961722,2343.2414484880383,5.880576602870813,37.20381856621112,93.0
0,"Meyer, Jakob",Right,Fastball,76.0,88.24056881578947,10.542670789473684,1.0934231578947369,2059.870968276316,5.811672105263157,30.77223980893659,93.0
0,"Patten, Dalton",Right,Fastball,26.0,92.39193269230769,21.143420384615386,6.480002692307693,2210.0259317692307,5.804622307692308,41.89500158467281,111.0
0,"Knaak, Aidan",Right,Fastball,128.0,92.75878085937501,17.257104140625003,12.013070546875001,2162.7964847109374,6.270740625,46.22862292413208,106.0
0,"Boyle, Nick",Right,Fastball,101.0,92.54574287128715,11.04895613861386,11.123266930693068,2174.2873661881185,6.222269306930694,59.22343962328846,96.0
0,"Boyle, Nick",Right,Sinker,59.0,90.85578050847458,10.140091186440678,12.196318983050848,2343.4857155593218,6.566748983050847,53.80467476513769,101.0
0,"Marchal, Matthew",Right,Fastball,109.0,90.93882174311929,19.89749495412844,5.070940275229359,2217.5404558990826,6.161981467889908,31.219551680673778,102.0
0,"Hooker, Jake",Right,Fastball,72.0,91.40854777777778,14.354816666666668,11.944390138888888,2058.754145194444,6.157045972222223,39.30692229662811,94.0
0,"Hooker, Jake",Right,Sinker,11.0,92.31615000000001,11.533227272727272,16.873714545454547,2061.687043636364,6.1300763636363635,42.07935280994773,95.0
0,"Vera, Alex",Left,Fastball,177.0,89.46633259887005,10.071044519774011,-15.347896327683618,2083.1167453898306,5.86337824858757,67.81593562641646,105.0
0,"Vera, Alex",Left,Sinker,105.0,87.99184238095239,7.0770558095238085,-16.557371523809522,2026.1813494857142,5.858742476190476,74.83240872705271,103.0
0,"Hughes, Rob",Right,Fastball,44.0,92.40361931818182,18.69442568181818,9.901937727272726,2062.151764386363,5.884248409090909,28.3145642996729,92.0
0,"Kelly, Jonathan",Right,Fastball,230.0,87.0540000869565,9.024591478260868,14.742110565217393,2233.564175304348,6.167334565217391,76.83864216329765,102.0
0,"Kelly, Jonathan",Right,Sinker,163.0,86.347103803681,1.287510920245399,18.380816319018404,2144.5481448098158,6.488909018404909,92.3394062020217,128.0
0,"Dugan, Nick",Right,Fastball,550.0,90.40781598181819,18.175237,8.81980961818182,2129.9137617345455,6.5557998363636365,47.70849283732313,109.0
0,"Dugan, Nick",Right,Sinker,16.0,90.646705,16.73923,10.531761875,2137.6334638125,6.86274,43.967360392615284,95.0
0,"Gurnea, Chad",Right,Fastball,161.0,88.31995149068324,16.131983788819877,7.714447950310559,2097.243548639751,5.808667763975155,45.839337116673036,96.0
0,"Gurnea, Chad",Right,Sinker,14.0,88.26977571428573,9.356945,17.167773571428572,2008.4349066428572,5.793715714285715,51.12724817119385,106.0
0,"Krakoski, Jason",Right,Fastball,106.0,90.37567396226414,18.962458396226417,9.638057358490567,2228.384328669811,5.466409811320753,38.84234487639141,96.0
0,"Thomas, Kassius",Right,Fastball,120.0,93.30210050000001,8.930934666666667,12.970669749999997,2194.140001775,6.46378,53.257612366942006,93.0
0,"Thomas, Kassius",Right,Sinker,394.0,93.1067069035533,7.881448045685279,16.88093116751269,2217.4342405380708,6.348037994923856,57.051960293708035,105.0
0,"Ceniceros, Aaron",Right,Fastball,69.0,87.88823173913043,20.8809684057971,10.605837391304345,2074.921764913043,6.375257101449274,55.005415202334895,98.0
0,"Flores, Michael",Left,Fastball,114.0,87.15594561403509,18.910958859649128,-11.40542456140351,2138.297131245614,5.6784393859649125,62.85222674323806,105.0
0,"Volchko, Joey",Right,Fastball,373.0,96.00497195710456,13.118272252010724,4.190364638069705,2596.0673875120647,6.4869680965147465,46.93425487293081,115.0
0,"O'Harran, Toran",Right,Fastball,447.0,92.62406950782997,19.78997953020134,11.804952438478747,2317.4338715391495,5.874636644295302,53.63556618624469,109.0
0,"O'Harran, Toran",Right,Sinker,50.0,92.2522768,16.801137999999998,10.693755000000001,2347.21662954,6.2465508,53.49157979516822,115.0
0,"Turner, Derek",Right,Fastball,208.0,90.75827764423077,16.772932163461537,11.28457668269231,2049.9010247596157,5.925943990384615,62.73016255335169,98.0
0,"Turner, Derek",Right,Sinker,52.0,90.72926019230769,11.583934038461543,17.50721692307692,1978.7109773076927,6.075079807692308,62.539971693543485,112.0
0,"Keenan, Aidan",Right,Fastball,79.0,89.46550126582278,16.309233164556964,8.49356569620253,2357.3866641898735,5.38077164556962,53.25174593700352,91.0
0,"Dolby, Bryce",Right,Fastball,100.0,91.7414783,7.267101800000001,13.9141567,2180.39068979,5.4990619,54.83804119814732,100.0
0,"Dolby, Bryce",Right,Sinker,197.0,91.16075233502538,7.143190507614213,17.00817106598985,2147.035283634518,5.59272192893401,51.133427638444175,98.0
0,"Zenus, Aaron",Right,Fastball,117.0,87.13242452991453,14.016613675213673,15.789886068376072,1979.6783887863246,5.795795128205129,52.11659100773891,87.0
0,"Kabel, Jack",Left,Fastball,125.0,87.15272992,15.810281599999998,-17.0831492,2132.73150084,5.74410872,72.24901885170995,113.0
0,"Cooper, Trey",Left,Fastball,349.0,92.24930888252149,19.08194077363897,-12.246370143266473,2222.3288039226363,5.1360049856733525,58.332480331267234,107.0
0,"Hutchinson, Ryan",Right,Fastball,46.0,87.9676597826087,13.418357173913048,18.057600434782607,2124.2971423043477,6.332380869565219,74.96570345159944,111.0
0,"McLaughlin, Garrett",Right,Fastball,45.0,87.09324466666666,11.006538666666668,-1.767840444444445,2572.661140311111,6.328417555555556,49.26248057106762,133.0
0,"Mathiesen, Dylan",Right,Fastball,280.0,90.81640482142858,17.067641607142857,12.74224342857143,2552.2703954535714,5.678361607142857,60.41482163461382,99.0
0,"Mathiesen, Dylan",Right,Sinker,15.0,90.23962133333335,12.707978666666667,16.50391,2374.551227333334,5.507627333333333,57.4081229856394,95.0
0,"Manelski, Skyler",Right,Fastball,44.0,83.57607159090908,-0.5567936363636363,23.684204772727277,1903.0304730454548,4.6014225,109.53998245537444,87.0
0,"Dunkelberger, Michael",Left,Fastball,20.0,86.7677005,12.9391225,-12.980411499999999,2090.3724432,5.7468895,41.21347768828493,93.0
0,"Dunkelberger, Michael",Left,Sinker,328.0,86.74652527439025,9.155351798780488,-14.511579207317075,2103.82598519817,5.868196463414634,50.007917783746315,108.0
0,"Gaskey, Blake",Right,Sinker,89.0,86.16728382022472,9.536369325842696,16.198273033707867,2177.733219539326,6.378407191011235,80.2768496257124,108.0
0,"Masters, Dillon",Left,Fastball,41.0,84.5913612195122,11.501704146341464,-17.1240343902439,2121.7657912439026,5.058126097560976,67.81305639764153,97.0
0,"Witzke, Collin",Right,Fastball,112.0,92.5960999107143,18.728818303571426,9.289677232142859,2087.2938720178568,6.255832946428571,20.86702666913959,97.0
0,"Boncal, Hudson",Right,Fastball,63.0,90.73733412698412,15.944255714285713,7.042812857142857,2074.8100198253965,6.27872873015873,32.6072244690182,99.0
0,"Kutz, Ryan",Right,Sinker,227.0,88.6348659030837,6.865828325991188,18.409063524229076,1888.6799030660793,5.501425154185023,44.55579441756014,93.0
0,"Fluno, Carson",Right,Fastball,370.0,90.157871,16.18175535135135,12.3940172972973,2116.6059946108107,5.295314378378379,13.782599762369284,106.0
0,"Laisure, Josh",Right,Fastball,188.0,90.14173122340428,14.390782819148935,17.08314765957447,1920.9772730106383,5.146387287234043,59.61415869994949,106.0
0,"McGehee, Blake",Right,Fastball,231.0,90.37147956709956,11.136453246753247,16.020785844155842,2112.1755703419913,5.005912554112554,51.51237369403114,99.0
0,"Grogan, Mychal",Right,Fastball,125.0,89.08957432,8.59631352,17.552672960000002,2039.6827736079995,5.59682952,72.44905732904212,93.0
0,"Christie, David",Right,Fastball,285.0,90.1754856491228,7.075475263157894,17.97268585964912,1996.345484214035,5.536181578947368,57.7685470569404,99.0
0,"Christie, David",Right,Sinker,92.0,89.93418478260871,7.661302826086957,17.43321934782609,1991.5402501956526,5.826247282608696,59.04572925590787,98.0
0,"Marshall, Blake",Left,Fastball,268.0,91.64003425373134,19.40115880597015,-9.07489682835821,2149.314763164179,5.574680708955224,51.737164864799794,106.0
0,"Peters, Garrett",Left,Fastball,160.0,85.210048125,14.272287312500001,-18.187510624999998,2235.86656724375,5.429792062500001,41.35169031815222,85.0
0,"Benge, Duke",Right,Fastball,67.0,86.04682164179106,14.275988208955225,12.898232686567164,2022.628957850746,5.6121008955223886,58.83848188056639,92.0
0,"Holzhammer, Matthew",Right,Fastball,142.0,92.12897556338028,13.759731971830988,10.783333098591548,2301.146047746479,6.529745563380282,65.67968893651611,108.0
0,"Hartzell, Warren",Right,Fastball,82.0,87.63598926829266,13.151802560975609,8.04915,2192.7214617682926,5.694595365853658,41.14275028542367,93.0
0,"Gallagher, Chris",Right,Fastball,87.0,84.54578137931033,-2.0494293103448276,18.043876666666666,2141.3228715172413,5.858805977011495,114.37020474696804,133.0
0,"Gallagher, Chris",Right,Sinker,22.0,84.51124909090909,-0.7285868181818184,21.05404363636364,2158.9582839545455,5.863191363636363,114.67798741987616,110.0
0,"Langevin, LP",Right,Fastball,551.0,93.68319798548094,17.24247814882033,17.420263049001814,2528.0425728221417,5.57293279491833,65.05093626799174,111.0
0,"Coleman, Javen",Left,Fastball,258.0,90.9774142635659,21.24277914728682,-11.131517325581397,2227.520999891473,6.050164457364342,54.892693620074766,110.0
0,"Jones, Andrew",Right,Fastball,130.0,87.61239092307692,19.895041384615386,4.694591692307692,2109.137654153846,5.894816307692309,26.07299777480965,107.0
0,"Driscoll, Clark",Right,Fastball,18.0,87.43541555555554,18.32834777777778,5.00521,2386.514048222222,5.258523888888889,17.644155276929894,96.0
0,"Velasquez, Roberto",Right,Fastball,72.0,86.90359652777778,10.689485277777779,11.446124583333335,2226.4851426527775,5.39230625,44.21690695892361,94.0
0,"Velasquez, Roberto",Right,Sinker,50.0,88.503203,9.7202266,14.348850400000002,2252.6825231199996,5.946125,50.19369646686884,104.0
0,"Johnson, Cam",Left,Fastball,133.0,93.80582511278196,8.562064887218046,-19.39331082706767,2280.4628744887214,5.308771127819548,61.030773009491945,103.0
0,"Johnson, Cam",Left,Sinker,29.0,93.08092172413795,8.831842758620688,-15.553317931034483,2236.937993103448,5.546424137931034,56.706410194663356,107.0
0,"Williamson, Nolan",Left,Fastball,93.0,86.13802225806451,18.445441935483874,-7.536803655913979,1941.2353098602152,5.5715226881720445,30.531621749639843,89.0
0,"Hellmers, Will",Right,Fastball,146.0,91.86486767123286,14.21109308219178,12.91434801369863,2043.141978719178,6.533198219178082,60.28485542800068,91.0
0,"Hellmers, Will",Right,Sinker,27.0,90.91880185185184,14.145536666666668,18.278218518518518,2017.3255252962965,6.45797074074074,79.77927991910748,109.0
0,"Woods, Kade",Right,Fastball,17.0,89.94544823529412,15.715383529411765,2.6674841176470587,2296.3638794117646,6.316845294117647,25.470384636084347,94.0
0,"Riley, Owen",Right,Fastball,34.0,88.2092811764706,11.225227352941177,13.687369117647059,2178.055446970588,5.883673529411765,43.08354590951863,100.0
0,"Moffett, Aiden",Right,Fastball,211.0,95.50660421800949,17.674476587677724,14.977995924170617,2334.8562039241706,6.306165545023698,32.86538689643637,111.0
0,"Seroski, Caleb",Right,Fastball,262.0,84.62690286259541,15.158062213740457,17.3747606870229,2238.707199240458,5.9094135877862595,68.10355591107145,100.0
0,"McEvoy, Aidan",Left,Fastball,64.0,87.21946500000001,13.53532203125,-12.923218281250001,2128.121832984375,6.6490153124999996,77.88237679071023,99.0
0,"McEvoy, Aidan",Left,Sinker,137.0,86.66374766423358,11.205792846715328,-14.704547591240877,2126.50355409489,6.857341313868614,77.81789336953653,108.0
0,"White, Caleb",Right,Fastball,207.0,89.64382956521737,13.711805845410629,17.509154009661838,2186.3133468115943,6.177586086956521,67.88805702648779,101.0
0,"LeBlanc, Tyler",Left,Fastball,179.0,83.92824569832402,10.793014134078213,-19.157301508379888,2139.928124011173,4.421853407821228,79.05448278601664,93.0
0,"Williams, Jack",Right,Fastball,152.0,85.98193256578948,15.076058684210526,15.699379144736842,2053.7075852894736,5.2863095394736845,66.17920376373769,80.0
0,"Coleman, Baley",Right,Fastball,158.0,86.81835126582278,14.661767025316456,15.484521329113923,2188.121770848101,5.6751837341772156,58.82819238987798,92.0
0,"Coleman, Baley",Right,Sinker,53.0,86.41435981132076,12.164857735849058,16.67203811320754,2105.792292226415,5.886733396226417,56.76595166709744,109.0
0,"Blasick, Nathan",Right,Fastball,381.0,93.15558771653542,9.286405118110237,15.131152335958005,2160.7622930734906,6.272925669291338,82.00918709894314,110.0
0,"Schofield, Sam",Right,Fastball,231.0,90.65259212121211,21.193329264069263,8.741673549783549,2349.9931365671,6.1159768831168835,43.96936523859377,109.0
0,"Wentz, Ryan",Right,Fastball,131.0,92.17985145038168,15.940508625954196,7.945033053435113,2251.408492954198,5.506782061068702,46.03913155095188,99.0
0,"Thomas, Jackson",Right,Fastball,173.0,91.26720953757226,14.57614028901734,6.796925722543354,2119.1896424508673,6.204285317919075,15.332498845337977,98.0
0,"Rice, Aaron",Right,Fastball,173.0,89.31418901734105,12.497663063583818,4.635779306358382,2093.1222387976873,6.208986242774565,6.901375966654379,100.0
0,"Wauschek, Braden",Right,Fastball,82.0,88.70557817073171,19.501828780487806,10.300964878048779,2216.7183122317074,6.402314024390243,32.26264677594093,107.0
0,"Wauschek, Braden",Right,Sinker,16.0,88.10133437500001,14.76563875,11.55481625,2089.880342375,6.90038,49.17547153972229,93.0
0,"Casey, Lucas",Right,Fastball,89.0,88.88628123595505,16.18227168539326,17.451687752808986,2201.1080602921347,5.746468988764044,42.99642050902471,99.0
0,"Ignaciak, Blake",Right,Fastball,132.0,89.06143606060607,8.828236515151515,17.874520606060603,2382.1145204015147,5.760179696969697,89.49600695082394,99.0
0,"Ignaciak, Blake",Right,Sinker,28.0,87.43830249999998,6.666171785714285,15.999485714285715,2306.974879142857,6.2017967857142855,89.60169289738496,109.0
0,"Butenschoen, Robby",Right,Fastball,114.0,90.63925280701757,10.526538859649122,13.978281666666668,2154.61447695614,6.193773421052632,66.45693524142825,90.0
0,"Butenschoen, Robby",Right,Sinker,36.0,89.90148972222222,10.389156111111111,14.367602777777778,2159.439991194444,6.453198888888889,64.94460833203874,100.0
0,"Hanson, Gerald",Right,Fastball,47.0,86.02787680851064,15.079250425531916,10.068662978723404,2124.0607772765957,4.927412765957447,55.17558066423953,95.0
0,"Feist, Neil",Right,Fastball,12.0,88.54723249999999,12.42292,17.124301666666668,2080.37642725,5.142456666666667,68.17190528717936,94.0
0,"Martinez, Joshua",Left,Fastball,99.0,88.21925595959594,16.4321898989899,-12.301949090909092,2214.672996131313,5.760483737373738,48.19316703079453,99.0
0,"Sims, Nick",Right,Fastball,128.0,86.63535445312499,10.25073,17.64056625,2141.1694183437503,4.8543915625,64.80285552504739,102.0
0,"Hall, Hayden",Right,Fastball,143.0,87.68922153846154,20.740580909090905,4.328605314685315,2130.6252252097897,5.712258741258741,44.35586867453847,105.0
0,"Schavone, Matt",Right,Fastball,89.0,86.77684561797753,16.09069033707865,7.098136741573033,2244.983836516854,5.9058293258426975,52.95817753119175,95.0
0,"Lambert, Garrett",Right,Fastball,191.0,89.2770660209424,17.51437842931937,-0.0162385340314136,2182.3392690209425,7.2761328795811515,33.57346727618237,95.0
0,"Danzeisen, Logan",Right,Fastball,30.0,91.274425,12.424332999999999,12.398032333333333,1883.6142418000002,5.787131999999999,39.90130145542845,94.0
0,"Yntema, Graham",Left,Fastball,425.0,87.75072882352941,18.26719331764706,-8.245112776470588,2102.9611485929413,6.644859011764707,23.05709234557652,106.0
0,"Dillon, Patrick",Right,Fastball,18.0,89.086985,16.427962222222224,9.40648888888889,2134.808252166667,6.116554444444444,39.730862277523435,102.0
0,"Cole, Lawson",Right,Fastball,56.0,86.93041303571428,11.121206607142856,17.93910285714286,2167.2490879642855,5.793366964285714,71.1412627689979,100.0
0,"Cole, Lawson",Right,Sinker,52.0,85.91530596153846,7.484699615384614,16.47533634615385,2107.222524980769,6.020024230769232,71.24826512715191,102.0
0,"McCune, Brennan",Right,Fastball,40.0,89.69273975,17.52638925,7.463220250000001,2041.4510513499997,6.1234085,24.77422965124458,95.0
0,"Fagerstrom, Reid",Right,Fastball,173.0,89.02086722543352,19.519565317919074,9.741683699421964,2253.9960040115607,5.6538587283237,16.095791336835948,105.0
0,"Cijntje, Jurrangelo",Right,Fastball,773.0,95.13239931435963,17.98861445019405,10.452423518758087,2330.6679235730917,6.006411694695989,52.68063187208516,115.0
0,"Cijntje, Jurrangelo",Right,Sinker,19.0,91.1579,8.765606315789475,12.372285789473684,2226.005538210526,5.93478052631579,64.29474280004636,105.0
0,"Weber, Ben",Right,Fastball,91.0,86.98256824175823,5.760114725274726,14.819055714285714,1903.6178517582418,5.879067032967032,40.58739683051025,107.0
0,"Weber, Ben",Right,Sinker,46.0,86.61172434782608,5.304295652173913,10.559301739130435,2033.0779541086956,6.283709347826087,40.301690952354875,100.0
0,"Hardin, Tyson",Right,Fastball,106.0,93.84197339622642,15.024794339622643,11.778231792452832,2457.893674264151,6.065115283018868,59.669893632194174,103.0
0,"Hardin, Tyson",Right,Sinker,147.0,93.79950034013606,12.55225462585034,16.027924965986394,2398.66135637415,6.0474808843537415,61.87321225626427,102.0
0,"Estridge, Gaines",Right,Fastball,64.0,89.06918515625,17.0920009375,7.943718750000001,2080.50460375,6.0633867187499995,41.83629626248575,99.0
0,"Davis, Tyler",Left,Fastball,753.0,91.58156231075696,20.042940239043826,-10.35613,2302.246386119522,6.184856693227091,43.731188693204246,105.0
0,"Rhyne, Davis",Right,Fastball,25.0,86.755746,7.8426616000000005,13.0998752,2169.28969484,5.4363408,49.85467771252158,96.0
0,"Rhyne, Davis",Right,Sinker,107.0,87.53385018691588,5.556701775700935,17.053088224299064,2110.001154757009,5.690703457943925,59.9641558773799,89.0
